,variety
108858,Cabernet Franc
21944,Syrah
103514,Chardonnay
32764,Pinot Noir
19097,Verdejo
117909,Portuguese Red
107596,Chardonnay
44975,Cabernet Sauvignon
16647,Pinot Noir
114011,Pinot Noir
32125,Cabernet Sauvignon
32727,Pinot Gris
45552,Gewürztraminer
66562,Chardonnay
121567,Pinot Noir
85747,Red Blend
95933,Pinot Grigio
127328,Rosé
37182,Riesling
40662,Cabernet Sauvignon
45944,Roussanne
17225,Touriga Nacional
63783,Pinot Noir
111507,Cabernet Sauvignon
52166,Cabernet Sauvignon
11067,Red Blend
60687,Cabernet Sauvignon
80092,White Blend
81365,Cabernet Sauvignon
100091,Cabernet Franc
39176,Bordeaux-style Red Blend
120035,Chardonnay
22969,Sauvignon Blanc
109528,Tempranillo
82791,Chardonnay
103314,Cabernet Sauvignon
3800,Chardonnay
8567,Syrah
35512,Cabernet Sauvignon
20337,Chardonnay
94268,"Corvina, Rondinella, Molinara"
63170,Grenache
39586,Sangiovese
107059,Cabernet Sauvignon
125900,Verdejo
103946,Nero d'Avola
9241,Merlot
84024,Glera
9500,Dolcetto
49301,Tempranillo Blend
9418,Malbec
9060,Barbera
68591,Cabernet Sauvignon
74218,Riesling
73218,Rosé
125190,Pinot Noir
55316,Sauvignon Blanc
16915,Viognier
62821,Tempranillo
16085,Grenache
101344,Bordeaux-style Red Blend
115937,Pinot Noir
113392,Pinot Noir
119163,Bordeaux-style Red Blend
75170,Bordeaux-style White Blend
120817,Pinot Noir
92709,Grenache
35686,Red Blend
104139,Merlot
12185,Cabernet Sauvignon
15187,Portuguese Red
2443,Pinot Noir
3372,Pinot Blanc
72344,Shiraz
113219,Carmenère
77330,Syrah
83065,Torrontés
68407,Sparkling Blend
67943,Grenache Blanc
54739,Pinot Noir
37188,Chardonnay
123277,Riesling
72006,Red Blend
89805,Syrah
55108,Moscato
29630,White Blend
93301,Tempranillo
97108,Bordeaux-style Red Blend
89458,Pinot Noir
98945,White Blend
32596,Cabernet Sauvignon
95626,Pinot Noir
44303,Sangiovese
2833,Red Blend
57962,Rosé
125490,Sparkling Blend
12927,Tempranillo Blend
71615,Pinot Noir
122040,Bordeaux-style Red Blend
7000,Nebbiolo
128969,Pinot Noir
3696,Pinot Noir
90278,Red Blend
68603,Pinotage
43526,Chardonnay
73108,Cabernet Sauvignon
56173,Rosé
71472,Pinot Noir
68143,Pinot Noir
47581,Red Blend
24152,Grüner Veltliner
8384,White Blend
25983,Red Blend
106559,Cabernet Sauvignon
128424,Sangiovese
39511,Tempranillo Blend
79460,Cabernet Sauvignon
78311,Port
123953,Cabernet Sauvignon
54750,Bordeaux-style Red Blend
121574,Cabernet Sauvignon
13208,Sauvignon Blanc
44712,Malbec
123065,Viognier
108471,Bordeaux-style Red Blend
83067,Chardonnay
74803,Torrontés
74789,Chardonnay
13473,Syrah
85640,Pinot Noir
429,Syrah
40516,Carmenère
1636,Chardonnay
72162,Tempranillo
114503,Pinot Noir
36536,Sauvignon Blanc
80052,Gewürztraminer
116643,Pinot Noir
37279,Pinot Noir
39455,Syrah
57074,Pinot Noir
2304,Syrah
66427,Chardonnay
70935,Cabernet Franc
65108,Pinot Noir
24931,Pinot Noir
63658,Chardonnay
5294,Sauvignon Blanc
79448,Barbera
88619,White Blend
35584,Cabernet Sauvignon
93472,Portuguese Red
35425,Vermentino
39755,Chardonnay
49365,Red Blend
47612,Sauvignon Blanc
110852,Sparkling Blend
121226,Chardonnay
112781,Red Blend
22122,Riesling
5298,Syrah
109487,Bordeaux-style Red Blend
32534,Merlot
40606,Tempranillo
115503,Merlot
66443,Nebbiolo
70650,Riesling
105529,Pinot Noir
33462,Gewürztraminer
18373,Cabernet Sauvignon
103729,Pinot Noir
91090,Pinot Noir
113433,Barbera
128884,Cabernet Sauvignon
78433,Bordeaux-style Red Blend
75779,Pinot Noir
45116,Sauvignon Blanc
46956,Cabernet Sauvignon
31523,Bordeaux-style Red Blend
33432,Cabernet Sauvignon
3577,Cabernet Sauvignon
96866,Sangiovese Grosso
80214,Pinot Noir
86305,Red Blend
93130,Cabernet Sauvignon
1699,Red Blend
47065,Champagne Blend
114956,Chardonnay
127224,Tempranillo
28221,Rhône-style Red Blend
92982,Mencía
93103,Tannat
107167,Pinot Noir
46076,Pinot Noir
87117,Pinot Noir
90175,Rhône-style Red Blend
51024,Red Blend
46403,Cabernet Sauvignon
53789,Pinot Noir
94535,Riesling
71907,Champagne Blend
22118,Pinot Noir
24766,Gewürztraminer
127233,Cabernet Franc
26646,Red Blend
59460,Mourvèdre
129565,Chardonnay
65526,Chardonnay
43762,Pinot Gris
113930,Bordeaux-style White Blend
74171,Riesling
43855,Cabernet Sauvignon
108405,Rosé
33659,Nebbiolo
40358,Syrah
49210,White Blend
29530,Pinot Noir
100993,Cabernet Sauvignon
53654,Red Blend
57833,Zinfandel
123615,Port
1246,Cabernet Sauvignon
58937,Cabernet Sauvignon
33360,Pinot Noir
10022,Chardonnay
45843,"Corvina, Rondinella, Molinara"
101720,Torrontés
62259,Riesling
26212,Chardonnay
40408,White Blend
120943,Syrah
127836,Sangiovese
66821,Viognier
12066,Malbec
55897,Zweigelt
90375,Pinot Gris
76891,Chardonnay
52871,Alvarinho
45547,Gamay
74040,Red Blend
86346,Turbiana
101925,Sauvignon Blanc
70338,Red Blend
106480,Cabernet Franc
10883,Cabernet Sauvignon
30742,Glera
27123,Sauvignon Blanc
95269,Chardonnay
72782,Pinot Noir
94661,Riesling
128715,Pinot Noir
88284,Pinot Noir
88260,Sparkling Blend
45213,Meritage
64700,Syrah
64138,Cabernet Sauvignon
98288,Nebbiolo
39757,Turbiana
98567,Port
53253,Champagne Blend
42178,Cabernet Sauvignon
87220,Gamay
78810,Grenache
83111,Red Blend
118286,Riesling
28265,Chenin Blanc
65562,Portuguese White
104066,Pinot Noir
97652,Pinot Noir
67861,Sauvignon Blanc
125788,Pinot Noir
104865,Nebbiolo
115593,Pinot Noir
6387,Glera
67741,Riesling
82263,Cabernet Sauvignon
53589,Zinfandel
97748,Zinfandel
42631,Sangiovese
43027,Cabernet Sauvignon
111549,Portuguese Red
113193,Bonarda
32296,Syrah
100370,Pinot Noir
96762,Sauvignon Blanc
38748,Cabernet Sauvignon-Merlot
122496,Pinot Noir
46192,Pinot Noir
74454,Chardonnay
40545,Pinot Noir
45783,Sangiovese
81017,Portuguese Red
95762,Champagne Blend
87383,Petite Sirah
88620,Red Blend
109960,Rosé
9908,Champagne Blend
82288,Montepulciano
128212,Bordeaux-style Red Blend
52115,Portuguese White
60659,Rosé
50839,Merlot
60642,Sauvignon Blanc
100120,Riesling
123020,Sauvignon Blanc
109977,Pinot Gris
110288,Chardonnay
128156,Chardonnay
81398,Sangiovese
116402,Red Blend
92175,Barbera
19486,Portuguese White
78014,Red Blend
70989,Dolcetto
74211,Sauvignon Blanc
49331,Pinot Noir
93644,Monastrell
82825,Pinot Noir
66284,Red Blend
123322,Bordeaux-style White Blend
15023,Champagne Blend
546,Chardonnay
94630,Sauvignon Blanc
119442,Riesling
15917,Sangiovese
73023,Gewürztraminer
36939,Riesling
24839,Sparkling Blend
16016,Grüner Veltliner
82084,Riesling
35706,Bordeaux-style Red Blend
106590,Bordeaux-style Red Blend
115039,"Corvina, Rondinella, Molinara"
57937,"Corvina, Rondinella, Molinara"
20657,White Blend
105183,"Corvina, Rondinella, Molinara"
112280,Malbec
22702,Pinot Noir
69178,Chardonnay
61237,Chardonnay
107340,Pinot Bianco
81808,Syrah
93994,White Blend
14065,Red Blend
8305,Rosé
81329,Rhône-style Red Blend
38673,Viognier
7264,Syrah
48593,Zinfandel
55936,Blaufränkisch
31843,Pinot Gris
91249,Albariño
87811,Sauvignon Blanc
51311,Sauvignon Blanc
60750,Shiraz
28638,Pinot Noir
47002,Malbec
66539,Port
77843,White Blend
106990,Port
4819,Cabernet Sauvignon
35568,Bordeaux-style Red Blend
39787,Sauvignon Blanc
79983,Pinot Noir
17024,Zinfandel
15257,Pinot Noir
53554,Tempranillo
41869,Cabernet Sauvignon
38657,Carmenère
126747,Chardonnay
3074,Bordeaux-style Red Blend
38156,Riesling
126526,Pinot Noir
107831,Portuguese White
9385,Bordeaux-style Red Blend
81510,Chardonnay
60333,Albariño
128724,Chardonnay
53941,Aglianico
40114,Glera
70065,Champagne Blend
43305,Merlot
17524,Merlot
32752,Syrah
118637,Sauvignon Blanc
31603,Zinfandel
114497,Pinot Noir
102228,Gamay
90884,Zweigelt
90772,Cabernet Sauvignon
118922,Cabernet Sauvignon
18166,Grenache
42595,Chardonnay
76508,Merlot
88,Vernaccia
10754,Red Blend
53576,Riesling
25097,Rosé
42571,Portuguese Red
12501,Merlot
44279,Merlot
75695,Chardonnay
59058,Riesling
112759,Rosé
105291,Pinot Noir
62385,Cabernet Sauvignon
3194,Pinot Noir
32269,Cabernet Sauvignon
36770,Red Blend
86166,Sangiovese
67597,Riesling
118238,Pinot Noir
47730,Chardonnay
71262,Malbec
117568,Sauvignon Blanc
16141,Chardonnay
115700,Riesling
27676,Merlot
46584,Sangiovese Grosso
111473,Bordeaux-style Red Blend
111875,Cabernet Sauvignon
61978,Carmenère
74365,Cabernet Sauvignon
80125,Merlot
128961,Grüner Veltliner
27288,Malbec
44278,Verdejo
44600,Rhône-style Red Blend
61471,Chardonnay
74337,Viognier
52899,Zinfandel
124035,Rosé
51102,Sauvignon Blanc
9626,Primitivo
67843,Red Blend
110556,Riesling
126486,Merlot
41303,Portuguese Red
125937,Grenache
98307,Cabernet Sauvignon
50397,Pinot Blanc
109198,Grüner Veltliner
129505,Riesling
43808,Chardonnay
11242,Cabernet Franc
119235,Red Blend
80812,Cabernet Sauvignon
11159,Cabernet Sauvignon
56591,Pinot Nero
73945,Chardonnay
94022,Sauvignon Blanc
68301,Chardonnay
31957,Merlot
80098,Nebbiolo
36483,Riesling
40651,Syrah
127627,Portuguese Red
108730,Malbec
14714,Riesling
32104,Nebbiolo
427,Sparkling Blend
63896,Portuguese Red
77807,Pinot Noir
53552,White Blend
111185,White Blend
129410,Cabernet Sauvignon-Syrah
77283,Riesling
25023,Pinot Noir
295,Cabernet Sauvignon-Syrah
9411,Merlot
38173,Cabernet Sauvignon
6481,Portuguese Red
106962,Fiano
116736,Red Blend
5778,Red Blend
21138,Pinot Noir
42495,Chardonnay
111287,Cabernet Sauvignon
76104,Bordeaux-style Red Blend
118691,Cabernet Sauvignon
86605,Tinta de Toro
114652,Touriga Nacional
44458,Chardonnay
123156,Chardonnay
43610,White Blend
64460,Sauvignon Blanc
83252,Portuguese Red
16599,Garnacha
27784,Cabernet Sauvignon
95195,Rhône-style Red Blend
92688,Red Blend
2896,Pinot Noir
28151,Tempranillo Blend
56596,Sparkling Blend
122034,Chardonnay
16859,Pinot Noir
18274,Red Blend
81318,Cabernet Sauvignon
5819,White Blend
115715,Pinot Noir
55698,Red Blend
42346,White Blend
94681,Grüner Veltliner
95412,Red Blend
95901,Glera
106737,White Blend
70782,Cabernet Sauvignon
108765,Portuguese White
87373,Red Blend
14530,Chardonnay
81868,Gewürztraminer
56539,Sauvignon Blanc
106273,Tempranillo Blend
90522,Shiraz
118093,Port
121625,Rosé
115710,Bordeaux-style Red Blend
12198,Red Blend
124340,Zinfandel
94109,Chenin Blanc
123729,White Blend
71122,Chardonnay
21139,Malbec
53263,Red Blend
9348,Pinot Noir
58494,Pinot Gris
63704,Sauvignon Blanc
71470,Riesling
3174,Bordeaux-style Red Blend
109628,Sparkling Blend
96096,Champagne Blend
113676,Merlot
108395,Rosé
78443,Chardonnay
105281,Bordeaux-style Red Blend
63057,Cabernet Sauvignon
114136,Rosé
68683,Syrah
39765,Sauvignon Blanc
92910,White Blend
47189,Red Blend
7654,Merlot
44256,Rosé
83929,Nebbiolo
116661,Turbiana
120801,Rosé
129877,Pinot Gris
56121,Cabernet Franc
50395,Sparkling Blend
42942,Rhône-style Red Blend
98750,Syrah
103442,White Blend
23424,Viognier
117187,Chardonnay
50941,Red Blend
12348,Sauvignon Blanc
11132,Pinot Noir
17339,Pinot Noir
76529,Chardonnay
41904,Sauvignon Blanc
16500,Red Blend
116542,Nebbiolo
82134,Petite Sirah
72448,Pinot Noir
92427,Syrah
1529,Chardonnay
85737,Rhône-style Red Blend
81935,Barbera
86952,Bordeaux-style Red Blend
84037,Gamay
51069,Pinot Noir
84347,Syrah
3761,Chardonnay
9472,Rosé
69441,Tinta de Toro
9801,Syrah
121688,Chardonnay
3445,Pinot Noir
87345,Red Blend
22042,Portuguese White
31735,Chardonnay
64940,Cabernet Sauvignon
35440,Bordeaux-style Red Blend
19460,Verdejo
66680,Chardonnay
20717,Chardonnay
116696,Cabernet Sauvignon
35771,Cabernet Sauvignon
96437,White Blend
67917,Grüner Veltliner
118688,Zinfandel
53236,Riesling
14531,Portuguese White
34689,Pinot Noir
108766,Syrah
57953,Tempranillo
46297,Riesling
10910,Pinot Nero
91388,Red Blend
48142,Sauvignon Blanc
51608,Portuguese Red
23999,Pinot Noir
34012,Pinot Gris
76793,Chardonnay
77164,Grenache Blanc
74364,Syrah
74773,Riesling
125189,Mourvèdre
27177,Rhône-style Red Blend
117848,Chardonnay
68276,Grüner Veltliner
2604,Pinot Noir
49122,Fiano
40889,Sauvignon Blanc
1589,Bordeaux-style Red Blend
72028,Bordeaux-style Red Blend
99214,Red Blend
39913,Sparkling Blend
55549,Red Blend
42561,Shiraz
24676,Pinot Noir
32972,Pinot Noir
125323,Syrah
50826,Bordeaux-style Red Blend
127893,Cabernet Sauvignon
64909,Pinot Blanc
80810,Carmenère
70753,Petite Sirah
4534,Sauvignon Blanc
88705,Cabernet Franc
78536,Syrah
7120,Red Blend
92151,Red Blend
37769,Chardonnay
29512,Gewürztraminer
92108,Red Blend
14629,Merlot
110839,Red Blend
112143,Chenin Blanc
37293,Alvarinho
31506,Bordeaux-style Red Blend
94720,Pinot Noir
105392,Gamay
7138,Chardonnay
40719,Cabernet Sauvignon
66712,Chardonnay
2568,Malbec
70492,Sauvignon Blanc
102599,Chardonnay
107624,Grenache
98336,Pinot Grigio
51899,Sangiovese
15696,Pinot Noir
101883,Pinot Noir
66215,Cabernet Sauvignon
117885,Bordeaux-style Red Blend
105667,Bordeaux-style Red Blend
51233,White Blend
40589,Nerello Mascalese
69225,Gewürztraminer
123423,Pinot Noir
12735,Sauvignon
126031,Chardonnay
117926,Bordeaux-style Red Blend
56442,Cabernet Sauvignon
42457,Verdejo
79207,Nebbiolo
13815,Friulano
57539,Petite Sirah
69860,Malbec
123753,Sauvignon Blanc
113137,Riesling
112377,Chardonnay
124193,Riesling
91444,Pinot Noir
26443,Pinot Noir
117213,Pinot Noir
119999,Shiraz
64503,Pinot Noir
98473,Red Blend
29107,Grüner Veltliner
79063,Cabernet Sauvignon
107304,Zinfandel
105548,Riesling
20659,Pinot Noir
20379,Red Blend
49451,Cabernet Sauvignon
29875,Riesling
77559,Malbec
56253,Zinfandel
103190,Chardonnay
9670,Mencía
16877,Prosecco
53811,Chardonnay
116704,Pinot Noir
31969,Syrah
47221,Riesling
57880,Chardonnay
76648,Merlot
100233,Pinot Grigio
108896,Petite Sirah
109122,Melon
15543,Riesling
115857,Bordeaux-style Red Blend
81245,Viognier
111532,Chardonnay
122109,Nero d'Avola
58988,Zinfandel
1301,Sauvignon Blanc
121315,Cabernet Sauvignon
50789,Syrah
108702,Champagne Blend
39646,Cabernet Sauvignon
1539,Syrah
34194,Merlot
62622,Chenin Blanc
44682,Syrah
107066,Cabernet Sauvignon
122432,Nebbiolo
42778,Red Blend
32418,Portuguese Red
24651,Sauvignon Blanc
92806,Cabernet Sauvignon
34839,Montepulciano
65821,Chardonnay
26092,Pinot Noir
40103,Sauvignon Blanc
106805,Rosé
50231,Merlot
55293,Nero d'Avola
116266,Pinot Noir
5439,Malbec
87951,Cabernet Sauvignon
40800,Bordeaux-style Red Blend
22227,G-S-M
57221,Cabernet Sauvignon
70140,Zinfandel
115687,Champagne Blend
118576,Viognier
122102,Chardonnay
121185,Bordeaux-style Red Blend
75169,Bordeaux-style Red Blend
25987,Bordeaux-style Red Blend
6683,Nebbiolo
76956,Tempranillo
121491,Merlot
118072,White Blend
83140,Shiraz
118578,Rhône-style Red Blend
26303,Cabernet Franc
103277,Grüner Veltliner
157,Portuguese Red
27066,Bordeaux-style Red Blend
26458,Rhône-style Red Blend
54677,Chardonnay
110825,Grenache
101108,Moscato
124618,Pinot Grigio
75683,Chardonnay
61037,Cabernet Sauvignon
96628,Touriga Nacional
76291,Cabernet Sauvignon
122702,Chardonnay
118066,Bordeaux-style Red Blend
64899,Cabernet Sauvignon
3700,Red Blend
4061,Sauvignon Blanc
78673,Syrah
22800,Cabernet Sauvignon
29180,Zinfandel
20173,Portuguese White
2389,Sauvignon Blanc
78001,Chardonnay
47086,Portuguese White
85951,Viognier
101055,Pinot Gris
123563,Syrah
533,Pinot Noir
38544,Sangiovese
53338,Pinot Noir
12417,Cabernet Sauvignon
125280,Shiraz
15153,Pinot Noir
63687,Sauvignon Blanc
42687,Tempranillo
33805,Chardonnay
129819,Nebbiolo
99778,Riesling
74920,Chardonnay
18287,Red Blend
116770,Cabernet Sauvignon
12733,White Blend
62670,Cabernet Sauvignon
1608,Chardonnay
82823,Cabernet Sauvignon
107768,Chardonnay
54180,Pinot Noir
89604,Meritage
105833,Cabernet Sauvignon
8538,Red Blend
121007,Cabernet Sauvignon
27960,Red Blend
18425,Pinot Noir
47876,"Corvina, Rondinella, Molinara"
64703,Rhône-style Red Blend
74930,Sauvignon Blanc
36880,Merlot
9336,Red Blend
79149,Chardonnay
65414,Chardonnay
66023,Primitivo
95215,Gamay
95455,Pinot Noir
46360,Bordeaux-style Red Blend
48301,Red Blend
113573,Pinot Noir
18694,Sauvignon Blanc
129516,Bordeaux-style Red Blend
24139,Rosé
99727,Pinot Noir
99511,Riesling
43151,Pinot Noir
42247,Sparkling Blend
94682,Rosé
111414,Rhône-style Red Blend
114539,Pinot Noir
99830,Grüner Veltliner
15483,Portuguese White
95770,Red Blend
8533,Red Blend
110861,Cabernet Sauvignon
123371,Red Blend
128911,Sauvignon Blanc
95833,Syrah
116978,Red Blend
81449,Pinot Noir
113777,Grüner Veltliner
59487,Syrah
39779,Cabernet Sauvignon
49345,Riesling
122951,Red Blend
23061,Pinot Noir
4907,Pinot Noir
22511,Pinot Noir
64120,White Blend
86634,Rhône-style White Blend
22956,Montepulciano
124358,Portuguese Red
42615,Sauvignon Blanc
16087,Cabernet Sauvignon
60588,Tempranillo
17078,Pinot Grigio
118875,Chardonnay
59387,Petit Verdot
107983,Pinot Noir
63980,Rosé
27451,Nebbiolo
100593,Malbec
14921,Pinot Noir
6259,Sauvignon
44027,Glera
38665,Cabernet Sauvignon
114446,Riesling
6139,Chardonnay
43940,Chardonnay
112261,Chardonnay
111914,Chardonnay
67540,Chardonnay
66907,Riesling
102713,Riesling
68267,Pinot Noir
54648,Port
58340,Sauvignon Blanc
129036,Petit Verdot
23914,Chardonnay
41230,Cabernet Sauvignon
92449,Sauvignon Blanc
1485,Merlot
41964,Pinot Noir
31248,Pinot Noir
47102,Portuguese Red
43546,Rosé
39396,Shiraz
12258,Zinfandel
80031,Bordeaux-style Red Blend
88982,Red Blend
110513,Riesling
77137,Sauvignon Blanc
120990,Tannat
78364,Cabernet Sauvignon
40273,Zinfandel
82813,Chardonnay
3274,Nero d'Avola
90667,Red Blend
6478,"Corvina, Rondinella, Molinara"
47668,Chardonnay
54081,Red Blend
86393,Pinot Noir
61217,Chardonnay
70551,Pinot Noir
111734,Pinot Noir
66431,Chardonnay
78402,Red Blend
99506,Malbec
115157,Cabernet Sauvignon
38567,Bonarda
111635,Viognier
96931,Sparkling Blend
22984,Moscato
63316,Riesling
74933,Sangiovese
70294,Gamay
11123,Pinot Noir
89169,Petite Sirah
13238,Cabernet Sauvignon
120746,Pinot Noir
77524,Pinot Noir
18277,Sangiovese
35873,Red Blend
15854,Bordeaux-style Red Blend
78526,Bordeaux-style Red Blend
112805,Pinot Noir
31235,Chardonnay
36229,G-S-M
111441,Malbec
90472,Syrah
33097,Red Blend
114936,Tempranillo
85866,Cabernet Sauvignon
109592,Chardonnay
120721,Syrah
127485,White Blend
112983,Rosé
58916,Sauvignon Blanc
119889,Riesling
2620,Riesling
63566,Pinot Noir
54318,Aglianico
71398,Cabernet Sauvignon
99515,Cabernet Sauvignon
93566,Cabernet Sauvignon
10214,Champagne Blend
44074,Sparkling Blend
11573,Cabernet Franc
13972,Red Blend
65391,Syrah
34887,Cabernet Sauvignon
25533,White Blend
69687,Syrah
124904,Merlot
52781,Pinot Noir
33926,Verdicchio
58843,Malbec
62467,Pinot Bianco
39371,Rhône-style Red Blend
113927,Cabernet Sauvignon
117102,Pinot Noir
127105,Chardonnay
124038,Sparkling Blend
61530,Portuguese White
76055,Pinot Noir
105672,Sauvignon Blanc
15258,Chardonnay
49692,Red Blend
53657,Cabernet Sauvignon
80672,Cabernet Sauvignon
71408,Pinot Noir
14045,Red Blend
103387,Pinot Noir
30029,Sauvignon Blanc
105549,Chardonnay
73200,White Blend
38879,Dolcetto
13931,Torrontés
121439,Cabernet Franc
30136,Red Blend
19859,Red Blend
17094,Monastrell
113546,Portuguese Red
66326,Pinot Noir
116896,Riesling
51040,Sauvignon Blanc
55810,Gewürztraminer
105825,Riesling
47867,Cabernet Sauvignon
56480,Gamay
122387,Cabernet Sauvignon
1705,Sangiovese
112455,Albariño
531,Sparkling Blend
3833,Pinot Gris
7916,Shiraz
12471,Merlot
52182,Nebbiolo
75760,Merlot
111725,Grenache
111824,Rhône-style Red Blend
32373,Sauvignon Blanc
90932,Bordeaux-style Red Blend
31627,Sangiovese
54124,Champagne Blend
9075,Syrah
88561,Sauvignon Blanc
28554,Tempranillo
126043,Blaufränkisch
31435,Bordeaux-style Red Blend
27980,Grenache
128989,Chardonnay
45400,Pinot Noir
8035,Riesling
68326,Sangiovese
90156,Malbec
5867,Cabernet Sauvignon
8865,Nebbiolo
58873,Sauvignon Blanc
99942,Gewürztraminer
97227,Pinot Noir
8720,Sauvignon Blanc
128838,Sangiovese
45522,Bordeaux-style Red Blend
58577,Chardonnay
27152,Pinot Noir
5444,Sauvignon Blanc
58423,Vernaccia
33863,Riesling
54320,Aglianico
17588,Cabernet Franc
21695,Portuguese Red
74698,Red Blend
111422,Chardonnay
78444,Sparkling Blend
23597,Port
88412,Cabernet Sauvignon
17344,Pinot Noir
39727,Rosé
96978,Cabernet Sauvignon
127871,Merlot
14501,Red Blend
112885,Chardonnay
28140,Chardonnay
54387,Chardonnay
64868,Merlot
63128,Merlot
56929,Cabernet Sauvignon
126640,Mencía
25296,Cabernet Sauvignon
37349,Chenin Blanc
91139,Cabernet Sauvignon
61459,Red Blend
13998,Sparkling Blend
66760,Rosé
77674,Pinot Noir
35662,Sparkling Blend
76599,Vermentino
13594,Zinfandel
81982,Riesling
114484,Chardonnay
120073,Pinot Gris
118193,Sauvignon Blanc
77936,Sangiovese
86734,Pinot Noir
85147,Sangiovese Grosso
1189,Chardonnay
25923,Cabernet Sauvignon
120067,Syrah
53262,Bordeaux-style Red Blend
53401,Shiraz
91070,Sparkling Blend
35525,Grüner Veltliner
45909,Riesling
102340,Barbera
544,Red Blend
23019,Riesling
13687,Chardonnay
6290,Portuguese Red
102611,Pinot Noir
39374,Sauvignon Blanc
32546,Pinot Noir
96148,Chardonnay
120849,Pinot Noir
10138,Cabernet Franc
119693,Pinot Noir
60132,Zinfandel
33599,Cabernet Franc
107536,Nerello Mascalese
40888,Merlot
117346,Pinot Grigio
34712,Pinot Noir
62057,Sangiovese
2215,Chardonnay
27153,Chardonnay
96693,Cabernet Sauvignon
43236,Malbec
57288,Chardonnay
119686,Pinot Noir
11298,Sparkling Blend
5013,Cabernet Franc
62586,Cabernet Sauvignon
90511,Torrontés
101085,White Blend
82635,Pinot Noir
63317,Nero d'Avola
17259,Red Blend
75442,Red Blend
48561,Bordeaux-style Red Blend
38682,Zinfandel
44070,Chardonnay
65437,Sauvignon Blanc
54566,Glera
65915,Portuguese Red
